0	1.9348 	1.0000 	1.8166 	1.1710 
0.1	1.7719 	1.0000 	1.6749 	1.1261 
0.2	1.6255 	1.0000 	1.5333 	1.0812 
0.3	1.4972 	1.0000 	1.3916 	1.0363 
0.4	1.3652 	1.0000 	1.2500 	0.9914 
0.5	1.2453 	1.0000 	1.1101 	0.9465 
0.6	1.1316 	1.0000 	1.0189 	0.9016 
0.7	1.0303 	1.0000 	1.0000 	0.8567 
0.8	1.0000 	1.0000 	1.0000 	0.8118 
0.9	1.0000 	1.0000 	1.0000 	0.7669 
1	1.0000 	1.0000 	1.0000 	0.7220 


