0	0.8291	0.7165	1
0.1	0.833	0.7307	1
0.2	0.866	0.7396	1
0.3	0.876	0.7597	1
0.4	0.885	0.7773	1
0.5	0.8928	0.7925	1
0.6	0.8997	0.8057	1
0.7	0.9085	0.8182	1
0.8	1	1	1
0.9	1	1	1
1	1	1	1
