0	1.000Vdd	12	28
1	1.000Vdd	12	28
2	1.000Vdd	12	28
3	1.000Vdd	12	28
4	1.000Vdd	12	28
5	1.000Vdd	12	28
6	1.000Vdd	12	28
7	1.000Vdd	12	28
8	1.000Vdd	12	28
9	1.000Vdd	12	28
10	0.999Vdd	12	28
11	0.999Vdd	12	28
12	0.999Vdd	12	28
13	0.999Vdd	12	28
14	0.999Vdd	12	28
15	0.999Vdd	12	28
16	0.999Vdd	12	28
17	0.999Vdd	12	28
18	0.999Vdd	12	28
19	0.999Vdd	12	28
20	0.999Vdd	12	28
21	0.999Vdd	12	28
22	0.999Vdd	12	28
23	0.999Vdd	12	28
24	0.999Vdd	12	28
25	0.999Vdd	12	28
26	0.999Vdd	12	28
27	0.999Vdd	12	28
28	0.999Vdd	12	28
29	0.999Vdd	12	28
30	0.998Vdd	12	28
31	0.998Vdd	12	28
32	0.998Vdd	12	28
33	0.998Vdd	12	28
34	0.998Vdd	12	28
35	0.998Vdd	12	28
36	0.998Vdd	12	28
37	0.998Vdd	12	28
38	0.998Vdd	12	28
39	0.998Vdd	12	28
40	0.998Vdd	12	28
41	0.998Vdd	12	28
42	0.998Vdd	12	28
43	0.998Vdd	12	28
44	0.998Vdd	12	28
45	0.998Vdd	12	28
46	0.998Vdd	12	28
47	0.998Vdd	12	28
48	0.998Vdd	12	28
49	0.998Vdd	12	28
50	0.997Vdd	12	28
51	0.997Vdd	12	28
52	0.997Vdd	12	28
53	0.997Vdd	12	28
54	0.997Vdd	12	28
55	0.997Vdd	12	28
56	0.997Vdd	12	28
57	0.997Vdd	12	28
58	0.997Vdd	12	28
59	0.997Vdd	12	28
60	0.997Vdd	12	28
61	0.997Vdd	12	28
62	0.997Vdd	12	28
63	0.997Vdd	12	28
64	0.997Vdd	12	28
65	0.997Vdd	12	28
66	0.997Vdd	12	28
67	0.997Vdd	12	28
68	0.997Vdd	12	28
69	0.997Vdd	12	28
70	0.996Vdd	12	28
71	0.996Vdd	12	28
72	0.996Vdd	12	28
73	0.996Vdd	12	28
74	0.996Vdd	12	28
75	0.996Vdd	12	28
76	0.996Vdd	12	28
77	0.996Vdd	12	28
78	0.996Vdd	12	28
79	0.996Vdd	12	28
80	0.996Vdd	12	28
81	0.996Vdd	12	28
82	0.996Vdd	12	28
83	0.996Vdd	12	28
84	0.996Vdd	12	28
85	0.996Vdd	12	28
86	0.996Vdd	12	28
87	0.996Vdd	12	28
88	0.996Vdd	12	28
89	0.996Vdd	12	28
90	0.995Vdd	12	28
91	0.995Vdd	12	28
92	0.995Vdd	12	28
93	0.995Vdd	12	28
94	0.995Vdd	12	28
95	0.995Vdd	12	28
96	0.995Vdd	12	28
97	0.995Vdd	12	28
98	0.995Vdd	12	28
99	0.995Vdd	12	28
100	0.995Vdd	12	28
101	0.995Vdd	12	28
102	0.995Vdd	12	28
103	0.995Vdd	12	28
104	0.995Vdd	12	28
105	0.995Vdd	12	28
106	0.995Vdd	12	28
107	0.995Vdd	12	28
108	0.995Vdd	12	28
109	0.995Vdd	12	28
110	0.994Vdd	12	28
111	0.994Vdd	12	28
112	0.994Vdd	12	28
113	0.994Vdd	12	28
114	0.994Vdd	12	28
115	0.994Vdd	12	28
116	0.994Vdd	12	28
117	0.994Vdd	12	28
118	0.994Vdd	12	28
119	0.994Vdd	12	28
120	0.994Vdd	12	28
121	0.994Vdd	12	28
122	0.994Vdd	12	28
123	0.994Vdd	12	28
124	0.994Vdd	12	28
125	0.994Vdd	12	28
126	0.994Vdd	12	28
127	0.994Vdd	12	28
128	0.994Vdd	12	28
129	0.994Vdd	12	28
130	0.993Vdd	12	28
131	0.993Vdd	12	28
132	0.993Vdd	12	28
133	0.993Vdd	12	28
134	0.993Vdd	12	28
135	0.993Vdd	12	28
136	0.993Vdd	12	28
137	0.993Vdd	12	28
138	0.993Vdd	12	28
139	0.993Vdd	12	28
140	0.993Vdd	12	28
141	0.993Vdd	12	28
142	0.993Vdd	12	28
143	0.993Vdd	12	28
144	0.993Vdd	12	28
145	0.993Vdd	12	28
146	0.993Vdd	12	28
147	0.993Vdd	12	28
148	0.993Vdd	12	28
149	0.993Vdd	12	28
150	0.992Vdd	12	28
151	0.992Vdd	12	28
152	0.992Vdd	12	28
153	0.992Vdd	12	28
154	0.992Vdd	12	28
155	0.992Vdd	12	28
156	0.992Vdd	12	28
157	0.992Vdd	12	28
158	0.992Vdd	12	28
159	0.992Vdd	12	28
160	0.992Vdd	12	28
161	0.992Vdd	12	28
162	0.992Vdd	12	28
163	0.992Vdd	12	28
164	0.992Vdd	12	28
165	0.992Vdd	12	28
166	0.992Vdd	12	28
167	0.992Vdd	12	28
168	0.992Vdd	12	28
169	0.992Vdd	12	28
170	0.991Vdd	12	28
171	0.991Vdd	12	28
172	0.991Vdd	12	28
173	0.991Vdd	12	28
174	0.991Vdd	12	28
175	0.991Vdd	12	28
176	0.991Vdd	12	28
177	0.991Vdd	12	28
178	0.991Vdd	12	28
179	0.991Vdd	12	28
180	0.991Vdd	12	28
181	0.991Vdd	12	28
182	0.991Vdd	12	28
183	0.991Vdd	12	28
184	0.991Vdd	12	28
185	0.991Vdd	12	28
186	0.991Vdd	12	28
187	0.991Vdd	12	28
188	0.991Vdd	12	28
189	0.991Vdd	12	28
190	0.990Vdd	12	28
191	0.990Vdd	12	28
192	0.990Vdd	12	28
193	0.990Vdd	12	28
194	0.990Vdd	12	28
195	0.990Vdd	12	28
196	0.990Vdd	12	28
197	0.990Vdd	12	28
198	0.990Vdd	12	28
199	0.990Vdd	12	28
200	0.990Vdd	12	28
201	0.990Vdd	12	28
202	0.990Vdd	12	28
203	0.990Vdd	12	28
204	0.990Vdd	12	28
205	0.990Vdd	11	28
206	0.990Vdd	11	28
207	0.990Vdd	11	28
208	0.990Vdd	11	28
209	0.990Vdd	11	28
210	0.989Vdd	11	28
211	0.989Vdd	11	28
212	0.989Vdd	11	28
213	0.989Vdd	11	28
214	0.989Vdd	11	28
215	0.989Vdd	11	28
216	0.989Vdd	11	28
217	0.989Vdd	11	28
218	0.989Vdd	11	28
219	0.989Vdd	11	28
220	0.989Vdd	11	28
221	0.989Vdd	11	28
222	0.989Vdd	11	28
223	0.989Vdd	11	28
224	0.989Vdd	11	28
225	0.989Vdd	11	28
226	0.989Vdd	11	28
227	0.989Vdd	11	28
228	0.989Vdd	11	28
229	0.989Vdd	11	28
230	0.988Vdd	11	28
231	0.988Vdd	11	28
232	0.988Vdd	11	28
233	0.988Vdd	11	28
234	0.988Vdd	11	28
235	0.988Vdd	11	28
236	0.988Vdd	11	28
237	0.988Vdd	11	28
238	0.988Vdd	11	28
239	0.988Vdd	11	28
240	0.988Vdd	11	28
241	0.988Vdd	11	28
242	0.988Vdd	11	28
243	0.988Vdd	11	28
244	0.988Vdd	11	28
245	0.988Vdd	11	28
246	0.988Vdd	11	28
247	0.988Vdd	11	28
248	0.988Vdd	11	28
249	0.988Vdd	11	28
250	0.987Vdd	11	28
251	0.987Vdd	11	28
252	0.987Vdd	11	28
253	0.987Vdd	11	28
254	0.987Vdd	11	28
255	0.987Vdd	11	28
256	0.987Vdd	11	28
257	0.987Vdd	11	28
258	0.987Vdd	11	28
259	0.987Vdd	11	28
260	0.987Vdd	11	28
261	0.987Vdd	11	28
262	0.987Vdd	11	28
263	0.987Vdd	11	28
264	0.987Vdd	11	28
265	0.987Vdd	11	28
266	0.987Vdd	11	28
267	0.987Vdd	11	28
268	0.987Vdd	11	28
269	0.987Vdd	11	28
270	0.986Vdd	11	28
271	0.986Vdd	11	28
272	0.986Vdd	11	28
273	0.986Vdd	11	28
274	0.986Vdd	11	28
275	0.986Vdd	11	28
276	0.986Vdd	11	28
277	0.986Vdd	11	28
278	0.986Vdd	11	28
279	0.986Vdd	11	28
280	0.986Vdd	11	28
281	0.986Vdd	11	28
282	0.986Vdd	11	28
283	0.986Vdd	11	28
284	0.986Vdd	11	28
285	0.986Vdd	11	28
286	0.986Vdd	11	28
287	0.986Vdd	11	28
288	0.986Vdd	11	28
289	0.986Vdd	11	28
290	0.985Vdd	11	28
291	0.985Vdd	11	28
292	0.985Vdd	11	28
293	0.985Vdd	11	28
294	0.985Vdd	11	28
295	0.985Vdd	11	28
296	0.985Vdd	11	28
297	0.985Vdd	11	28
298	0.985Vdd	11	28
299	0.985Vdd	11	28
300	0.985Vdd	11	28
301	0.985Vdd	11	28
302	0.985Vdd	11	28
303	0.985Vdd	11	28
304	0.985Vdd	11	28
305	0.985Vdd	11	28
306	0.985Vdd	11	28
307	0.985Vdd	11	28
308	0.985Vdd	11	28
309	0.985Vdd	11	28
310	0.984Vdd	10	28
311	0.984Vdd	10	28
312	0.984Vdd	10	28
313	0.984Vdd	10	28
314	0.984Vdd	10	28
315	0.984Vdd	10	28
316	0.984Vdd	10	28
317	0.984Vdd	10	28
318	0.984Vdd	10	28
319	0.984Vdd	10	28
320	0.984Vdd	10	28
321	0.984Vdd	10	28
322	0.984Vdd	10	28
323	0.984Vdd	10	28
324	0.984Vdd	10	28
325	0.984Vdd	10	28
326	0.984Vdd	10	28
327	0.984Vdd	10	28
328	0.984Vdd	10	28
329	0.984Vdd	10	28
330	0.983Vdd	10	28
331	0.983Vdd	10	28
332	0.983Vdd	10	28
333	0.983Vdd	10	28
334	0.983Vdd	10	28
335	0.983Vdd	10	28
336	0.983Vdd	10	28
337	0.983Vdd	10	28
338	0.983Vdd	10	28
339	0.983Vdd	10	28
340	0.983Vdd	10	28
341	0.983Vdd	10	28
342	0.983Vdd	10	28
343	0.983Vdd	10	28
344	0.983Vdd	10	28
345	0.983Vdd	10	28
346	0.983Vdd	10	28
347	0.983Vdd	10	28
348	0.983Vdd	10	28
349	0.983Vdd	10	28
350	0.982Vdd	10	28
351	0.982Vdd	10	28
352	0.982Vdd	10	28
353	0.982Vdd	10	28
354	0.982Vdd	10	28
355	0.982Vdd	10	28
356	0.982Vdd	10	28
357	0.982Vdd	10	28
358	0.982Vdd	10	28
359	0.982Vdd	10	28
360	0.982Vdd	10	28
361	0.982Vdd	10	28
362	0.982Vdd	10	28
363	0.982Vdd	10	28
364	0.982Vdd	10	28
365	0.982Vdd	10	28
366	0.982Vdd	10	28
367	0.982Vdd	10	28
368	0.982Vdd	10	28
369	0.982Vdd	10	28
370	0.981Vdd	10	28
371	0.981Vdd	10	28
372	0.981Vdd	10	28
373	0.981Vdd	10	28
374	0.981Vdd	10	28
375	0.981Vdd	10	28
376	0.981Vdd	10	28
377	0.981Vdd	10	28
378	0.981Vdd	10	28
379	0.981Vdd	10	28
380	0.981Vdd	10	28
381	0.981Vdd	10	28
382	0.981Vdd	10	28
383	0.981Vdd	10	28
384	0.981Vdd	10	28
385	0.981Vdd	10	28
386	0.981Vdd	10	28
387	0.981Vdd	10	28
388	0.981Vdd	10	28
389	0.981Vdd	10	28
390	0.980Vdd	10	28
391	0.980Vdd	10	28
392	0.980Vdd	10	28
393	0.980Vdd	10	28
394	0.980Vdd	10	28
395	0.980Vdd	10	28
396	0.980Vdd	10	28
397	0.980Vdd	10	28
398	0.980Vdd	10	28
399	0.980Vdd	10	28
400	0.980Vdd	10	25
401	0.980Vdd	10	25
402	0.980Vdd	10	25
403	0.980Vdd	10	25
404	0.980Vdd	10	25
405	0.980Vdd	10	25
406	0.980Vdd	10	25
407	0.980Vdd	10	25
408	0.980Vdd	10	25
409	0.980Vdd	10	25
410	0.979Vdd	10	25
411	0.979Vdd	10	25
412	0.979Vdd	10	25
413	0.979Vdd	10	25
414	0.979Vdd	10	25
415	0.979Vdd	10	25
416	0.979Vdd	10	25
417	0.979Vdd	10	25
418	0.979Vdd	10	25
419	0.979Vdd	10	25
420	0.979Vdd	10	25
421	0.979Vdd	10	25
422	0.979Vdd	10	25
423	0.979Vdd	10	25
424	0.979Vdd	10	25
425	0.979Vdd	10	25
426	0.979Vdd	10	25
427	0.979Vdd	10	25
428	0.979Vdd	10	25
429	0.979Vdd	10	25
430	0.978Vdd	10	25
431	0.978Vdd	10	25
432	0.978Vdd	10	25
433	0.978Vdd	10	25
434	0.978Vdd	10	25
435	0.978Vdd	10	25
436	0.978Vdd	10	25
437	0.978Vdd	10	25
438	0.978Vdd	10	25
439	0.978Vdd	10	25
440	0.978Vdd	10	24
441	0.978Vdd	10	24
442	0.978Vdd	10	24
443	0.978Vdd	10	24
444	0.978Vdd	10	24
445	0.978Vdd	10	24
446	0.978Vdd	10	24
447	0.978Vdd	10	24
448	0.978Vdd	10	24
449	0.978Vdd	10	24
450	0.977Vdd	10	24
451	0.977Vdd	10	24
452	0.977Vdd	10	24
453	0.977Vdd	10	24
454	0.977Vdd	10	24
455	0.977Vdd	10	24
456	0.977Vdd	10	24
457	0.977Vdd	10	24
458	0.977Vdd	10	24
459	0.977Vdd	10	24
460	0.977Vdd	10	24
461	0.977Vdd	10	24
462	0.977Vdd	10	24
463	0.977Vdd	10	24
464	0.977Vdd	10	24
465	0.977Vdd	10	24
466	0.977Vdd	10	24
467	0.977Vdd	10	24
468	0.977Vdd	10	24
469	0.977Vdd	10	24
470	0.976Vdd	9	24
471	0.976Vdd	9	24
472	0.976Vdd	9	24
473	0.976Vdd	9	24
474	0.976Vdd	9	24
475	0.976Vdd	9	24
476	0.976Vdd	9	24
477	0.976Vdd	9	24
478	0.976Vdd	9	24
479	0.976Vdd	9	24
480	0.976Vdd	9	24
