workload	single_tWR-0_16	single_tWR-0_41	single_tWR-0_40	spare_8_8-spare_8_8	ECC-ECC	base0-4096_chunks	matchb_chip-4096_chunks	sort0-4096_chunks	matchs_chip-4096_chunks
429.mcf	260.453	394.142	384.824	379.164	361.754	362.221	351.115	356.862	337.116
470.lbm	528.085	897.955	879.036	836.881	826.848	820.124	793.787	786.024	739.818
403.gcc	253.877	427.136	416.974	410.388	392.726	390.870	377.454	378.867	355.505
401.bzi	398.025	691.087	676.319	664.303	634.577	629.067	607.918	601.693	564.660
447.dea	243.393	417.203	411.676	400.289	381.461	380.743	370.022	365.457	344.961
400.per	225.263	402.744	392.197	385.556	366.653	361.866	350.272	345.922	324.612
spec_high	262.444	437.185	426.795	409.426	399.988	399.908	385.870	388.094	364.335
spec_all	312.146	533.390	521.009	501.862	487.502	482.726	466.348	462.540	434.158
