1	1	1	1
1.1	0.9379	0.8828	1
1.2	0.8928	0.7925	1
1.3	0.8571	0.716	1
1.4	1	0	1
1.5	1	0	1
1.6	0.8395	0	1
1.7	0.74	0	1
1.8	0.6418	0	1
1.9	0.6418	0	1
