0	0.9348	0.9348	0.9348
0.1	0.7719	0.7719	0.7719
0.2	0.6277	0.6255	0.6255
0.3	0.5109	0.4972	0.4917
0.4	0.4225	0.3652	0.3512
0.5	0.3482	0.2453	0.2308
0.6	0.2754	0.1316	0.1316
0.7	0.2042	0.0303	0.0265
0.8	0.171	0	0
0.9	0.171	0	0
1	0.171	0	0
