10	0.9354	0.86985	0.83645	0.81655
15	0.93715	0.87185	0.8385	0.8186
20	0.9382	0.873	0.8397	0.81985
25	0.9389	0.8738	0.84055	0.8207
30	0.93955	0.8745	0.84125	0.8214
35	0.93995	0.875	0.84175	0.8219
40	0.9403	0.87535	0.8421	0.82225
45	0.9406	0.8757	0.8425	0.82265
50	0.9409	0.87605	0.84285	0.823
