workload	single_tWR-0_16	single_tWR-0_33	single_tWR-0_31	spare_8_8-spare_8_8	ECC-ECC	base0-4096_chunks	matchb_chip-4096_chunks	sort0-4096_chunks	matchs_chip-4096_chunks
429.mcf	260.453	345.209	333.453	327.918	324.807	322.731	315.247	317.918	301.741
470.lbm	528.085	785.506	753.698	739.437	731.187	720.632	700.562	690.575	649.602
403.gcc	253.877	372.339	357.049	350.408	346.116	342.895	332.508	331.360	311.485
401.bzi	398.025	601.237	576.158	563.970	557.756	549.455	532.777	525.666	493.623
447.dea	243.393	361.530	344.167	339.273	334.925	332.357	319.765	318.853	295.329
400.per	225.263	346.055	331.926	323.634	320.155	314.867	304.631	301.284	281.374
spec_high	262.444	378.857	363.732	356.788	352.767	349.786	339.819	339.556	318.611
spec_all	312.146	460.843	441.107	432.483	427.257	421.221	409.098	404.636	380.630
